query,resp,rank,IAS,positive,negative,neutral,joy,anger,surprise,disgust,fear,sadness,trust,anticipation
Di cosa si occupa il WWF ?,"WWF: scopri la sua missione e le sue battaglie ambientali - Iccivitella. Il WWF, acronimo di World Wide Fund for Nature, è una delle più grandi organizzazioni internazionali per la conservazione della natura. Fondata nel 1961, ha come scopo principale la tutela dell’ambiente naturale e la salvaguardia delle specie in pericolo di estinzione.",4,Bing,27.02,17.57,55.41,11.16,12.01,11.53,11.79,14.21,10.8,15.5,13.0
Di cosa si occupa il WWF ?,"WWF che cos'è e a cosa serve - WeCanJob.it. Il WWF è forse la ONG ambientalista più famosa al mondo. Il suo principio ispiratore è quello di “bloccare la degradazione dell'ambiente naturale del pianeta e di costruire un futuro in cui l'uomo vivrà in armonia con la natura"" così come viene recitato nel suo statuto.",5,Bing,26.45,26.16,47.39,11.55,11.58,10.8,11.74,12.61,12.66,15.93,13.13
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Isole di plastica: cosa sono e dove sono - GreenStyle. Al mondo ce ne sono almeno cinque, di cui la più famosa è quella che risiede nel Pacifico settentrionale, tra le Hawaii e la California. Si chiama Great Pacific Garbage Patch, ma quello che si...",1,Bing,31.41,25.65,42.94,13.15,13.21,11.75,11.68,13.33,11.9,12.98,11.98
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Cosa sono e dove si trovano le isole di plastica nel mondo - Ohga. Sono almeno sette le isole di plastica che galleggiano negli oceani di tutto il mondo. Enormi ammassi di rifiuti che contengono miliardi e miliardi di rifiuti, microplastiche, reti da pesca, bottigliette.",2,Bing,28.09,25.21,46.69,13.07,11.86,11.6,9.72,11.69,13.66,15.69,12.71
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Cosa sono le isole di plastica? - Nieddittas. Le isole di plastica sono estese discariche di rifiuti galleggianti che si sono accumulati nel tempo nei mari e negli oceani di tutto il mondo. Rifiuti di vario genere, ma specialmente frammenti microscopici di plastica che si trovano sia sulla superficie che nel fondo del mare.",3,Bing,26.29,28.67,45.04,11.96,12.17,12.26,9.52,12.59,13.12,15.41,12.96
Dove si trova Ä¾isola di plastica Cosa Ã¨,ISOLA DI PLASTICA: Quello da Sapere sulle Isole di Plastica nel Mondo. Dove si trova l’isola della plastica? Cosa provocano le isole di plastica? Quante ce ne sono di isole di plastica? Come arriva la plastica nei mari? Qual è l’isola di plastica più grande del mondo?,4,Bing,27.98,24.5,47.52,13.28,12.65,13.2,8.88,12.1,12.34,15.08,12.48
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Isole di plastica: dove si trovano, quanto sono grandi e cosa comportano. Il nostro oceano oggi è popolato da isole di plastica spinte da una rete di correnti che fanno circolare l’acqua in tutto il mondo, chiamate vortici. Ci sono un totale di cinque vortici subtropicali (Nord Pacifico, Nord Atlantico, Sud Pacifico, Sud Atlantico, Oceano Indiano).",5,Bing,27.5,29.46,43.04,11.92,12.76,12.79,9.86,13.48,11.94,15.17,12.07
netflix,"Netflix Italia - Watch TV Shows Online, Watch Movies Online. Netflix is a streaming service that offers a wide variety of award-winning TV shows, movies, anime, documentaries, and more on thousands of internet-connected devices. You can watch as much as you want, whenever you want – all for one low monthly price.",1,Bing,24.07,24.96,50.97,14.03,11.99,14.46,10.05,11.58,11.38,13.13,13.38
netflix,"Netflix. Watch Netflix movies & TV shows online or stream right to your smart TV, game console, PC, Mac, mobile, tablet and more.",2,Bing,23.78,30.48,45.74,14.31,11.22,14.01,10.9,11.81,12.16,12.43,13.15
netflix,"Netflix - App su Google Play. Ecco cosa ti piacerà di Netflix: • Aggiungiamo continuamente serie TV e film. Sfoglia i nuovi titoli o cerca i tuoi favoriti, poi guardali direttamente dal tuo dispositivo. • Più titoli guardi,...",3,Bing,27.22,27.48,45.3,12.96,11.44,13.13,9.61,12.24,11.19,13.92,15.5
netflix,"Come scaricare l'app Netflix | Centro assistenza di Netflix. Per installare Netflix, accedi al link per il tuo computer, sotto. Per i computer Windows 10 o versioni successive è possibile scaricare l'app Netflix da Microsoft Store . Per i Chromebook è possibile scaricare l'app Netflix da Google Play Store.",4,Bing,26.25,29.94,43.81,11.78,10.87,11.99,10.6,12.9,12.6,14.98,14.29
netflix,"Netflix - Apps on Google Play. • The more you watch, the better Netflix gets at recommending TV shows and movies you’ll love. • Enjoy a safe watching experience just for kids with family-friendly entertainment. • Preview quick...",5,Bing,25.55,21.59,52.85,15.03,11.93,13.13,11.05,11.9,11.84,12.26,12.87
 persona che rispetta la natura,"Il vero rapporto tra uomo e natura - fondazioneuna.org. Oggi, il rapporto tra uomo e natura è caratterizzato da una tensione tra sviluppo e conservazione da un lato e gestione attiva dall’altro, con l’obiettivo di conciliare gli interessi di sviluppo economico con la salvaguardia della biodiversità. L’uomo si sta allontanando dalla natura?",1,Bing,26.61,20.87,52.53,12.12,12.21,10.57,11.62,13.47,11.31,15.97,12.72
 persona che rispetta la natura,"Quale deve essere l'atteggiamento dell'uomo nei confronti della natura?. Il rapporto tra l'uomo e la natura può essere considerato sotto diversi aspetti, perché i ruoli che la natura riveste in relazione con esso sono molteplici: habitat, fonte di armonia e di pace, fonte di pericolo ecc… Infatti il modo in cui l' uomo si comporta con essa è cambiato nel corso del tempo. Come l'uomo tratta la natura?",2,Bing,32.4,25.24,42.36,12.32,13.16,10.94,11.27,12.4,11.12,16.43,12.36
 persona che rispetta la natura,"Frasi sul rispetto della natura: amala e proteggi il pianeta - alfemminile. Che amare e rispettare la natura sia un dovere di ogni abitante del Pianeta, non ci sono dubbi, in queste belle frasi troverai però tanti spunti e tutto il pensiero di grandi uomini e donne...",3,Bing,38.3,20.98,40.71,12.05,12.25,10.83,11.5,12.47,12.06,16.21,12.62
 persona che rispetta la natura,"Amare la Natura: 12 azioni concrete per proteggere l’ambiente. Proteggere l’ambiente senza difenderlo: amare la Natura. La difesa dell’ambiente ci mette in una posizione conservativa. Cioè, agiamo per mantenere lo stato delle cose così come sono. Le azioni a tutela dell’ambiente, dunque, permettono di conservare la Natura nella sua preziosità. E questo è già un ottimo primo passo.",4,Bing,29.93,24.64,45.43,10.81,11.4,10.44,11.44,13.22,12.44,17.76,12.48
 persona che rispetta la natura,"Il rapporto tra uomo e natura - DISF.org. L'uomo, salvando la natura, salva la propria dignità nella libertà. Nessun uomo, come singolo individuo o come comunità, è padrone assoluto dell'ambiente, perché nessun uomo ha «creato» il mondo, che è l'ambiente in cui egli è destinato a vivere ed operare.",5,Bing,26.8,21.3,51.89,11.65,12.69,10.75,11.72,12.71,12.3,16.45,11.73
Qual Ã¨ la causa della riduzione del lago Aral,"Lago d’Aral: storia, cause e conseguenze del disastro ambientale. In 60 anni la superficie del lago è diminuita di più di 70%. Il clima di tutta la regione cambia negativamente: la scomparsa del Lago d’Aral ha influenzato lo scioglimento dei ghiacciai di Pamir e contribuisce al riscaldamento globale.",1,Bing,26.24,27.58,46.18,11.74,11.33,12.83,9.97,13.93,12.62,13.21,14.36
Qual Ã¨ la causa della riduzione del lago Aral,"Il Lago d’Aral si sta prosciugando cause e conseguenze - Studiarapido. La superficie del lago Aral si è progressivamente ridotta a causa della massiccia utilizzazione a scopi irrigui dei due immissari del lago, i fiumi Syrdar’ja e Amudar’ja, e oggi non raggiunge i 20 000 km².",2,Bing,26.42,32.88,40.7,12.63,11.73,13.45,9.62,13.74,12.73,12.49,13.6
Qual Ã¨ la causa della riduzione del lago Aral,"Il disastro ecologico del Lago d'Aral: una storia emblematica - Tuttogreen. Il Lago d’Aral è forse una delle immagini più potenti di disastro ambientale causato dall’uomo. Non solo per la sua gravità in termini assoluti, ma anche per la vicenda incredibile, caratterizzata da una colossale miopia e presunzione.",3,Bing,28.3,30.47,41.23,11.66,12.01,12.16,11.74,13.48,12.99,13.48,12.48
Qual Ã¨ la causa della riduzione del lago Aral,"Lago d'Aral - Wikipedia. Nel corso del 2006 un importante accordo per lo sfruttamento del sottosuolo del lago è stato raggiunto tra il governo dell'Uzbekistan, la società russa LUKoil, la Petronas, la Uzbekneftegaz e la China National Petroleum Corporation.",4,Bing,25.4,20.45,54.15,11.66,12.36,12.44,10.88,13.02,11.64,15.2,12.8
Qual Ã¨ la causa della riduzione del lago Aral,Cosa è successo al Lago d’Aral? Il perché del ... - Geopop. Le cause del prosciugamento del lago d'Aral. Perché è scomparso? Durante la guerra fredda i corsi dei due fiumi immissari del lago d’Aral vennero deviati per incrementare la coltivazione intensiva di cotone nelle aride zone circostanti.,5,Bing,26.17,31.68,42.14,12.63,12.51,13.03,10.82,13.62,13.03,12.39,11.98
Quale nome si usa per definire una persona che ha a cuore l,"Aggettivi per descrivere il CARATTERE di una persona!. CORDIALE o AFFABILE si usano se una persona è amichevole, gentile nei confronti degli altri, anche degli sconosciuti, che non rifiuta mai una chiacchierata o un saluto e che dispensa sorrisi spontanei e calorosi.",1,Bing,40.36,23.89,35.75,13.1,12.5,11.08,11.26,12.7,12.32,15.28,11.77
Quale nome si usa per definire una persona che ha a cuore l,"LISTA DI AGGETTIVI PER DESCRIVERE IL CARATTERE. Aggettivi per descrivere l’apertura e la socievolezza: Socievole: Ama stare in compagnia, è amichevole. Estroverso: Tende a esprimere se stesso e i propri sentimenti, è aperto alle nuove esperienze. Affabile: Ha un modo di fare gentile e piacevole. Cordiale: È amichevole e disponibile. Gioviale: Ha un carattere allegro e spensierato.",2,Bing,40.16,25.05,34.78,13.37,11.1,11.16,11.22,12.8,12.34,15.88,12.12
Quale nome si usa per definire una persona che ha a cuore l,Avere a cuore significato: approfondimento e sinonimi - Iccivitella. Avere qualcuno nel proprio cuore significa che quella persona occupa un posto centrale nella nostra vita e che siamo pronti a fare qualsiasi cosa per renderla felice. È un sentimento che implica una grande fiducia e un legame duraturo.,3,Bing,33.22,28.46,38.31,13.09,11.74,11.4,10.56,12.68,13.45,14.93,12.16
Quale nome si usa per definire una persona che ha a cuore l,"Aggettivi qualificativi: tre nomi per ogni aggettivo paurosa - Iccivitella. – Generoso: descrive una persona che è disposta a condividere ciò che ha con gli altri, che è disponibile ad aiutare gli altri e che ha un cuore generoso. – Mite: indica una persona che è dolce, gentile e che non ha un carattere aggressivo.",4,Bing,41.75,24.02,34.23,11.83,13.18,10.29,11.81,12.69,13.33,15.9,10.97
Quale nome si usa per definire una persona che ha a cuore l,"Espressioni di Affetto e Stima: Parole che Contano. Quando comunichiamo con il cuore, trasmettiamo autenticità e empatia, elementi essenziali per instaurare relazioni significative. Ogni frase diventa un’opportunità per ispirare, confortare o motivare, mentre il linguaggio sincero riesce a toccare le corde più profonde dell’anima.",5,Bing,39.54,24.42,36.04,13.18,12.34,10.91,11.25,11.97,13.21,14.97,12.18
Cosa Ã¨  Ocean  Cleanup,The Ocean Cleanup: come funziona e perché è vitale per gli oceani. L’obiettivo di Ocean Cleanup è quello di ripulire il 90% della plastica presente negli oceani entro il 2040. Utilizza barriere galleggianti posizionate strategicamente che concentrano la plastica grazie al vento e alle correnti marine.,1,Bing,33.25,27.16,39.59,11.83,11.21,11.97,11.45,13.03,12.48,14.68,13.35
Cosa Ã¨  Ocean  Cleanup,Cos’è Ocean Cleanup? - Nieddittas. Un'idea per salvare gli oceani dalla plastica. Ecco come funziona l'organizzazione Ocean Cleanup fondata dal giovane Boyan Slat.,2,Bing,27.23,26.49,46.28,10.69,11.75,10.51,9.4,13.48,11.85,19.42,12.9
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup - Wikipedia. The Ocean Cleanup propone un metodo passivo a larga scala per rimuovere i rifiuti marini all'interno o nelle prossimità dei vortici oceanici attraverso un sistema alla deriva galleggiante lungo 1–2 chilometri (0,62–1,24 mi), rallentato da un'ancora galleggiante posta a circa 600 metri di profondità.",3,Bing,26.21,26.41,47.38,10.99,11.14,11.94,10.35,13.93,12.58,15.85,13.22
Cosa Ã¨  Ocean  Cleanup,"Ocean Cleanup cos'è e come funziona - NonSapeviChe. L’obiettivo del sistema di ripulitura di Ocean Cleanup è quello di rimuovere ogni cinque anni il 50% dei rifiuti del Great Pacific Garbage Patch o Pacific Trash Vortex, l’enorme isola di rifiuti di plastica che si trova nell’Oceano Pacifico.",4,Bing,27.78,25.54,46.68,11.81,11.87,11.99,11.1,13.53,12.05,14.74,12.92
Cosa Ã¨  Ocean  Cleanup,"The Ocean Cleanup. The Ocean Cleanup is a non-profit organization developing and scaling technologies to rid the oceans of plastic. To achieve this objective, we use a dual strategy: intercepting plastic in rivers to cut the inflow of pollution, and cleaning up what has already accumulated in the ocean and won’t go away by itself.",5,Bing,21.58,23.26,55.15,12.12,12.43,16.33,9.32,12.46,11.96,12.59,12.79
Dove si trova Äº isola di plastica,"Cosa sono e dove si trovano le isole di plastica nel mondo - Ohga. Sono almeno sette le isole di plastica che galleggiano negli oceani di tutto il mondo. Enormi ammassi di rifiuti che contengono miliardi e miliardi di rifiuti, microplastiche, reti da pesca, bottigliette. E ora che ce ne siamo accorti tutti, sembra molto difficile trovare soluzioni per eliminarle.",1,Bing,30.3,28.76,40.93,11.77,10.65,12.3,10.11,13.0,14.17,15.32,12.68
Dove si trova Äº isola di plastica,"Isole di plastica: dove si trovano nel Mondo - Ecoo.it. La maggior parte delle isole di plastica sono collocate nell’ Oceano Atlantico o nel Pacifico. Tuttavia una si trova anche nel Mar Tirreno. L’isola di plastica più famosa al mondo è nella parte sud del Pacifico, ed ha un’estensione superiore a quattro volte la grandezza di uno Stato come l’Italia.",2,Bing,31.79,25.74,42.46,12.7,12.7,12.32,10.72,12.81,11.83,14.56,12.36
Dove si trova Äº isola di plastica,"Pacific Trash Vortex - Wikipedia. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi eterotrofi, autotrofi, predatori e simbionti, tra cui diatomee e batteri, alcuni dei quali apparentemente in grado di degradare la materia plastica e gli idrocarburi.",3,Bing,29.77,26.19,44.04,11.81,12.06,11.76,11.75,13.36,11.92,14.25,13.1
Dove si trova Äº isola di plastica,"Isola di plastica nel pacifico | Dove si trova e quanto è grande?. Nel cuore dell’Oceano Pacifico, tra la California e le Hawaii, si trova una delle manifestazioni più allarmanti di questo fenomeno: il Grande Vortice di Immondizia del Pacifico, noto anche come l’isola di plastica.",4,Bing,33.14,26.42,40.44,13.24,12.95,11.9,10.55,13.67,11.53,14.77,11.38
Dove si trova Äº isola di plastica,Isole di plastica: dove si trovano e come si formano. Le isole di plastica sono ormai una costante negli oceani ma ce n’è una anche nel Mar Mediterraneo che sarebbe persino più densa della più nota “spazzatura” galleggiante al largo del Pacifico. Cosa fare per evitare questo disastro.,5,Bing,28.34,34.11,37.54,11.49,12.56,12.02,11.03,13.76,12.38,13.5,13.27
QuaÄº Ã¨ la causa della riduzione del lago aral,"Lago d’Aral: storia, cause e conseguenze del disastro ambientale. In 60 anni la superficie del lago è diminuita di più di 70%. Il clima di tutta la regione cambia negativamente: la scomparsa del Lago d’Aral ha influenzato lo scioglimento dei ghiacciai di Pamir e contribuisce al riscaldamento globale.",1,Bing,26.24,27.58,46.18,11.74,11.33,12.83,9.97,13.93,12.62,13.21,14.36
QuaÄº Ã¨ la causa della riduzione del lago aral,"IL Lago d’Aral, una “bomba a orologeria” nell’Asia Centrale. La trasformazione dell’Aral in un deserto salato ha generato ripercussioni di vasta portata sull’ambiente, l’economia e la salute delle popolazioni locali. Il fondale lacustre, che per decenni aveva agito come una sorta di deposito naturale, è risultato contaminato da un accumulo di sostanze chimiche tossiche.",2,Bing,29.59,24.62,45.79,11.81,12.04,12.98,9.66,14.07,11.95,14.42,13.08
