QID,Query,Prompt Type,Task Sentiment,IAS,Resp,Rank,date_generated
qGEN2370,qual e il torneo piÃ¹ vecchio di tennis,General,,Bing,"ATP: Cosa è? | Fare Tennis. L’ATP si occupa di mettere in calendario il torneo, di mandare l’entry list e di tenerla aggiornata. Un giorno prima dell’inizio delle qualificazioni viene mandato dall’associazione il SUPERVISOR. Il supervisor è la persona che garantisce ai giocatori il corretto svolgimento del torneo e che al termine dá un giudizio su come si è svolto.",1,2020
qGEN2371,qual e il torneo piÃ¹ vecchio di tennis,General,,Bing,"Record dell'ATP World Tour - Wikipedia. L'ATP World Tour, o ATP, è stata creata nel 1972.Il circuito maschile per professionisti, noto come Grand Prix tennis circuit, è stato amministrato dal Mens Tennis Council, un sottocomitato dell'ATP, fra il 1974 e il 1989, dall'ITF e dai rappresentanti dei tornei. L'ATP divenne l'unico organo di governo del tennis maschile a partire dal 1990. Questo è l'elenco di alcuni importanti record ...",2,2020
qGEN2372,qual e il torneo piÃ¹ vecchio di tennis,General,,Bing,Wimbledon 2019: Ecco come vedi il torneo di tennis dal .... Come vendere il tuo telefono più vecchio per i soldi più possibili; ... Home / Suggerimenti e trucchi / Wimbledon 2019: Ecco come vedi il torneo di tennis dal vivo senza cavi. Wimbledon 2019: Ecco come vedi il torneo di tennis dal vivo senza cavi ... Qual è l'orario del torneo? Wimbledon va da lunedì 1 luglio a domenica 14 luglio.,3,2020
qGEN2373,qual e il torneo piÃ¹ vecchio di tennis,General,,Bing,"Lista di numeri 1 del mondo ATP - Wikipedia. Il sistema Elo prevede il crescere o il diminuire del punteggio di un giocatore in base agli scontri diretti con gli altri giocatori, il giocatore acquista o perde punti a seconda del risultato della partita e della differenza di punteggio tra lui e l'avversario. Nel mondo del tennis il sistema è completamente differente e si basa sui ...",4,2020
qGEN2374,qual e il torneo piÃ¹ vecchio di tennis,General,,Bing,"Federer e la partita con la Storia: sarebbe anche il più .... Lo svizzero cerca l’ottavo sigillo all’età di 33 anni, 11 mesi e 4 giorni, il che lo renderebbe il più anziano vincitore di Wimbledon dell’Era Open (al momento record detenuto da Arthur ...",5,2020
qGEN2380,quali sono le regole del tennis,General,,Bing,"Tennis: regole principali | Sport Power. Il tennis è uno sport affascinante, sia per chi conosce le regole in modo più o meno approfondito, sia per chi è un profano della disciplina.Per apprezzare al meglio questo sport è bene conoscere le regole principali, in modo da capire come funzionino...",1,2020
qGEN2381,quali sono le regole del tennis,General,,Bing,"Le principali regole del Padel - palalocapadel.club. Ma come si gioca e quali sono le regole principali? Oggi parliamo di padel e regole. ... Come ogni regolamento sportivo che si rispetti bisogna capire anche per il Paddle come funzionano i punteggi che sono esattamente uguali a quelli del tennis. Infatti nel corso di un incontro, diviso per tre set con tie-break a 7 punti in caso di 6-6 nelle ...",2,2020
qGEN2382,quali sono le regole del tennis,General,,Bing,"Quali sono le regole fondamentali del Tennis? | Yahoo Answers. Quali sono le regole fondamentali del Tennis? ... Se il gioco, con le normali regole, viene vinto dal giocatore singolo questo prende 2 punti, se dai giocatori in coppia questi prendono un punto ciascuno. Al termine del primo gioco, il giocatore di destra raggiunge il giocatore singolo e giocheranno in coppia (il giocatore singolo a destra). ...",3,2020
qGEN2383,quali sono le regole del tennis,General,,Bing,"Quali sono le regole del Tie Break nel Tennis | Notizie.it. Quali sono le regole del Tie Break nel Tennis. Una partita di tennis è composta da diverse partite, che prendono il nome di “Set”. Per potersi aggiudicare un set, si devono vincere sei giochi, con un vantaggio di due giochi sull’avversario. Perché il giocatore sia il vincitore, invece, è necessario vincere due set su tre nei Tornei ATP ...",4,2020
qGEN2384,quali sono le regole del tennis,General,,Bing,"mi spiegate le regole del tennis? | Yahoo Answers. quali sono le regole del tennis,quando si fa punto?,quali sono tutte le mosse che si fanno?spiegatemi tutto. sta seguendo . 7 risposte 7. Segnala abuso. Sei sicuro di voler eliminare questa risposta? S ...",5,2020
qGEN2390,quando e nato il tennis,General,,Bing,"Storia del tennis - Wikipedia. Il più antico era lo U.S. Pro Tennis Championships, giocato dal 1927 al 1999. Tra il 1954 e il 1962 si giocò un torneo indoor a Cleveland che su chiamato World Professional Championships. Il terzo ""Major"" per i professionisti era il French Pro Championship, giocato dal 1930 al 1968. Il British e l'American Chammpionships continuarono ad ...",1,2020
qGEN2391,quando e nato il tennis,General,,Bing,"quando è nato il tennis? | Il bello delle donne's Blog. quando è nato il tennis? Pubblicato: ottobre 13, 2010 in info. 0. ... Vale la pena di ricordare che in tutti i paesi anglosassoni e alcuni europei il tennis diventò uno sport molto popolare, accessibile a tutti ove le scuole stesse mettevano a disposizione materiale, campi e istruttori. Questo spiega in larga misura il rapido avvicendarsi di ...",2,2020
qGEN2392,quando e nato il tennis,General,,Bing,"quando è nato il tennis? | Il bello delle donne's Blog. il bello delle donne; ... quando è nato il tennis? Pubblicato: ottobre 13, 2010 in info. 0. Sulle rive del Nilo, esisteva una città che i Greci chiamavano Tanis e che gli Arabi ribattezzarono Tinnis. Sempre dall’arabo i francesi mutuarono la parola “rahat” che significa palmo della mano e la trasformarono in raquette, racchetta ...",3,2020
qGEN2393,quando e nato il tennis,General,,Bing,"Com'è nato il tennis? - Sapere.it. Se il nome ha derivazioni francesi, precisamente da tenez, tenete, che pronunciata alla maniera degli inglesi divenne “tennis”, non furono gli inglesi però a “inventare” il gioco, che venne importato dai Greci che poi lo passarono ai Romani che gli dettero il nome di pila. Passando in Gallia prese il nome di paume e divenne lo sport nazionale dei Francesi, che amavano scommettere ...",4,2020
qGEN2394,quando e nato il tennis,General,,Bing,"TENNIS: QUANDO E' NATO E COME - blog.chatta.it. SCRIVO PER IMPARARE MEGLIO INSOMMA, sono tornato a guardare il tennis. DEVO dire, grazie a SKY, che nei giorni di caldo di quest'estate 2012, mi rifugiavo al fresco casalingo per fuggire al caldo. E ovviamente, oltre a leggere la BIBBIA, li avvenimenti storici, via via guardavo la TV, su SKY...",5,2020
qGEN2400,come si trova un punto su una mappa,General,,Bing,"Punto sulla mappa conoscendo le coordinate. - earthquake.it Punto sulla mappa conoscendo le coordinate. - earthquake.it. Ricerca di un punto conoscendo le coordinate geografiche Un interessante programma di utilità che permette di trovare un punto sulla mappa inserendo le coordinate geografiche, i valori devono essere inseriti con il punto come divisione (esempio 12.3456) fino a un massimo di 4 decimali dopo il punto. Ricerca di un punto conoscendo le coordinate geografiche Un interessante programma di utilità che permette di trovare un punto sulla mappa inserendo le coordinate geografiche, i valori devono essere inseriti con il punto come divisione (esempio 12.3456) fino a un massimo di 4 decimali dopo il punto.",1,2020
qGEN2401,come si trova un punto su una mappa,General,,Bing,"Trovare un punto sulla mappa, Latitudine e longitudine ... Trovare un punto sulla mappa, Latitudine e longitudine .... Se cercate la latitudine e la longitudine di un punto a Vieste, sul Gargano oppure in qualsiasi località della Puglia o dell' Italia, trovare un punto sulla mappa oppure inviare l'indirizzo di un itinerario ad un amico questa è la pagina giusta.Le cartine sono ""trascinabili"": basta tenere premuto con il mouse su un qualsiasi punto per spostare la mappa a proprio piacimento. Se cercate la latitudine e la longitudine di un punto a Vieste, sul Gargano oppure in qualsiasi località della Puglia o dell' Italia, trovare un punto sulla mappa oppure inviare l'indirizzo di un itinerario ad un amico questa è la pagina giusta.Le cartine sono ""trascinabili"": basta tenere premuto con il mouse su un qualsiasi punto per spostare la mappa a proprio piacimento.",2,2020
qGEN2402,come si trova un punto su una mappa,General,,Bing,"Punto sulla mappa conoscendo le coordinate. - earthquake.it. Ricerca di un punto conoscendo le coordinate geografiche Un interessante programma di utilità che permette di trovare un punto sulla mappa inserendo le coordinate geografiche, i valori devono essere inseriti con il punto come divisione (esempio 12.3456) fino a un massimo di 4 decimali dopo il punto.",3,2020
qGEN2403,come si trova un punto su una mappa,General,,Bing,"Trovare un punto sulla mappa, Latitudine e longitudine .... Se cercate la latitudine e la longitudine di un punto a Vieste, sul Gargano oppure in qualsiasi località della Puglia o dell' Italia, trovare un punto sulla mappa oppure inviare l'indirizzo di un itinerario ad un amico questa è la pagina giusta.Le cartine sono ""trascinabili"": basta tenere premuto con il mouse su un qualsiasi punto per spostare la mappa a proprio piacimento.",4,2020
qGEN2404,come si trova un punto su una mappa,General,,Bing,"Condividere una mappa o le indicazioni stradali con altri .... Una mappa a cui è associata la misura di una distanza; Uno screenshot o un'immagine di una mappa; Condivisione di una mappa o di una località. Apri Google Maps sul computer. Vai alle indicazioni stradali, alla mappa o all'immagine di Street View da condividere. In alto a sinistra, fai clic su Menu . Seleziona Condividi o incorpora mappa.",5,2020
qGEN2410,come si sviluppa un tornado,General,,Bing,"Tromba d'aria - Wikipedia. La tromba d'aria si presenta come un ""imbuto"" che si protende dalla base del cumulonembo fino al terreno o alla superficie marina. La tromba d'aria che si verifica sulla terra ferma (ciò accade nella maggior parte dei casi), solleva una grande quantità di polvere e detriti che accompagna il suo moto sino alla dissipazione.",1,2020
qGEN2411,come si sviluppa un tornado,General,,Bing,"Nevada, finto tornado fa veri danni - YouTube. Doveva essere un esperimento controllato per illustrare a bimbi e genitori come si sviluppa un tornado di fuoco. Ma il fenomeno ha preso il sopravvento e un museo della scienza di Reno è ...",2,2020
qGEN2412,come si sviluppa un tornado,General,,Bing,"I Tornado: da dove derivano e come si sviluppano .... I tornado si possono osservare soprattutto alle latitudini medie. Derivano da nubi temporalesche e spesso si uniscono agli uragani. I tornado si sviluppano quando l’aria fredda e secca si sovrappone ai venti caldi e umidi, suscitando, in questo modo, forti turbolenze.. I venti che ne derivano creano prima un leggero movimento rotatorio.",3,2020
qGEN2413,come si sviluppa un tornado,General,,Bing,"Violento tornado sta devastando gli Stati Uniti: ci sono .... Come si sviluppa un tornado? Per assistere alla nascita di un tornado è necessario che si verifichino alcune condizioni piuttosto specifiche. In tal senso, secondo quanto riportato da “Focus.it ...",4,2020
qGEN2414,come si sviluppa un tornado,General,,Bing,Che cosa sono e come nascono i tornado? - Focus.it. Una serie di oltre 70 tornado devastano gli Stati Uniti. Si contano almeno 6 vittime. Ecco come di formano queste tempeste improvvise e perché sono così devastanti. Un tornado negli Stati Uniti. Un tornado è un fenomeno meteorologico improvviso e violento: dove passa rade al suolo edifici di uno ...,5,2020
qGEN2420,il mostro nero e un tornado,General,,Bing,Tutti i tornado che hanno colpito gli Usa - Formiche.net. Dopo i devastanti effetti del tifone Hayan nelle Filippine la furia della natura si è diretta verso gli Stati Uniti dove una tempesta sul Midwest americano ha generato più di 70 tornado che ...,1,2020
qGEN2421,il mostro nero e un tornado,General,,Bing,"Il Grande Mazinga - I MOSTRI GUERRIERI DANTE, BIRDIAN .... La testa ha lunghi capelli neri, e si presenta come un teschio nella cui bocca aperta si trova il vero volto del mostro. I poteri di questo demone sono enormi: è capace di generare violenti tornado, in grado di devastare anche edifici, ed è inoltre in grado di diventare intangibile, grazie ad un comando mentale.",2,2020
qGEN2422,il mostro nero e un tornado,General,,Bing,IL MOSTRO NERO CI HA TROVATI! - YouTube. Shawns Circle: Pimple Pete's Dynamite Frying Flying Doh-Nuts 3 Games Challenge (#6) | DOH MUCH FUN - Duration: 12:34. DOH MUCH FUN Recommended for you,3,2020
qGEN2423,il mostro nero e un tornado,General,,Bing,"I tornado più violenti della storia - Panorama. Illinois: 9.6 tornado l'anno. Il 18 Marzo 1925 a Tri-State un tornado forza 5, il più letale di sempre negli USA, il più longevo di sempre a livello mondiale semina morte e distruzione per 219 ...",4,2020
qGEN2424,il mostro nero e un tornado,General,,Bing,INCONTRIAMO IL MOSTRO NERO!! (Caccia al tesoro #6) - YouTube. This feature is not available right now. Please try again later.,5,2020
qGEN2430, i vantaggi della dieta mediterranea,General,,Bing,"La dieta mediterranea: i vantaggi | Benessere.Leonardo.it. I VANTAGGI DELLA DIETA MEDITERRANEA. Gli studi dimostrano che una dieta di tipo mediterraneo è vantaggiosa su tutta la linea per fattori di rischio cardiovascolare, tra cui colesterolo totale, colesterolo LDL, colesterolo HDL, trigliceridi, pressione sanguigna e livelli di zucchero nel sangue. Per esempio, uno studio che comparava la dieta ...",1,2020
